edition,source_file,row_id,team_name,demand_text,level_1,level_2,normalized_scenario,user_role_guess,problem_type,request_type,strategic_relevance,decision_bucket,data_quality,notes
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00056,白凤霞的企业,我想搭建一个项目成本管控的模版，跟据项目编码筛选，可以知晓这个项目的采购进度，供应商情况、支付情况，发票收集情况,供应链与仓储物流,物料采购管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00057,绿蜂咨询TEL13788980946的企业,我们主要做税务稽查的案子，案子接进来后，项目专员的工作任务主要是：派单给应对人员、对接客户沟通资料、处理过程中遇到问题需要与税务专家对接，帮这以上情况，梳理下项目流程,客户、销售与订单,客户跟进管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00058,靖安县融资担保有限公司,担保行业业务审批流程及业务跟进,协同办公与流程审批,审批流程管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00059,铁锋应急,用车审批,协同办公与流程审批,审批流程管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00060,中南民族大学-信息化建设管理处,信息化建设项目,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00061,冬瓜的企业,1,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00062,Welon的企业,软硬件一体的研发项目管理,研发与产品管理,研发项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00063,重庆医药高等专科学校附属第一医院（重庆市第六人民医院）,智能跳过法定节假日的甘特图,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00064,saisky的企业,客服工单平台,服务、工单与运维,客服工单管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00065,Lei的企业,市政、安装工程施工项目管理,工程与施工管理,基建与市政项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00066,jkl的企业,绩效考核,人力与组织管理,绩效与提成管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00067,武汉匠鑫企业管理咨询有限公司,我是一个设计师，自由职业者，同时要做两三个设计项目,工程与施工管理,装修装饰项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00068,河南豫光冶金机械制造有限公司,销售总包项目，小型销售项目合同签订后的项目管理，涉及协调各部门推进项目       还有   销售前期项目跟踪期间的各项管理，,客户、销售与订单,商机与销售过程管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00069,重庆云汛链数字科技有限公司,对装饰装修工程中的标识标牌 道路划线 分项工程项目根据清单计算报价（材料成本预算加工工艺成本 ） 签署合同  产品设计+设计确认+生产制作全流程,工程与施工管理,装修装饰项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00070,MuQ1ngChun℘的企业,电线拉点,质量、安全与合规,验收与履约合规,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00071,,安全合同,,,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00072,重庆嘉益华禹金属结构有限公司,建材销售报表,研发与产品管理,技术文档管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00073,欲劫無度的企业,从,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00074,江门市家协科技服务有限公司,机电工程,生产与制造管理,车间任务管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00075,广西东懋再生资源开发有限公司,456345,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00076,个人空间,项目,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00077,王晓萍的企业,建设工程,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00078,河钢中厚板炼铁部三高炉作业区炉内,设备点检，操作,服务、工单与运维,巡检管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00079,兖郓高速三工区,高速公路项目部管理,工程与施工管理,基建与市政项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00080,陕西莱特光电材料股份有限公司,项目管理看板,数据分析与经营看板,可视化看板,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00081,关耳的企业,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00082,南烟、的企业,个人开出药品记录,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00083,Leechao杨的企业,工程项目建设全周期详细流程图,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00084,奕可的企业,工程施工项目管理,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00085,辽宁极课教育科技有限公司,关于学校内部的三重一大管理,协同办公与流程审批,行政事务管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00086,ʚ的企业,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00087,简简•单单的企业,我每天都有很多不同的任务，我需要做一个记录表，能看到进度，防止忘记，并能统计，一目了然,数据分析与经营看板,统计汇总,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00088,三山地埋式水质净化厂,工地项目管理,工程与施工管理,施工现场管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00089,xiao雨DIE的企业,我们公司是做外包项目的，想使用WPS项目管理这个产品，是制作成项目运营手册,研发与产品管理,研发项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00090,澜 訫的企业,工作执行细化表记录,协同办公与流程审批,台账与登记管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00091,Jun的企业,无,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00092,宋明轩的企业,看看,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00093,中广核人力支持项目(中咨),项目截止日期设置提醒,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00094,TACS的企业,产品开发任务和进度模板,研发与产品管理,产品开发管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00095,廉冰(工作)的企业,工程管理及污水处理厂运营管理,工程与施工管理,工程结算管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00096,九号工具人的企业,工程项目管理,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00097,网事回忆,目前正在进行《项目管理》课程的讲授，想示范给学生，作为课程的辅助资料用。另外，实际的科研项目也需要用，我作为项目主持人，想借此管理项目，以利于提高效能。,项目与任务管理,项目复盘与总结,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00098,卢小静的企业,建筑行业,工程与施工管理,装修装饰项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00099,北京城建集团有限责任公司总部,商旅、办公用品线上采购平台开发,协同办公与流程审批,行政事务管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00100,沪东中华造船（集团）有限公司,科研项目管理,研发与产品管理,研发项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00101,默默的企业,甘特图,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00102,广西中威建筑工程有限公司,建筑施工,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00103,山东汇川精密科技股份有限公司,汽车零部件制造行业，使用APQP提高项目开发效率及完整性。,生产与制造管理,装配与调试管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00104,四川金滨洋新能源科技有限公司,生成横道图,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00105,成都凡高定制,我们是做全屋定制的单子，从前端到安装售后，一条龙,生产与制造管理,非标制造管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00106,造价风控团队,1,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00107,厦门市欧立通电子科技开发有限公司,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00108,陕西西洲建设工程有限公司,项目很多；每个项目的事件不确定完成时间，想备忘时间和细节流程，并设置提醒,项目与任务管理,项目计划管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00109,杉杉不晚的企业,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00110,林杰的企业,阀门检修项目,质量、安全与合规,整改闭环管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00111,古德装饰15144948085的企业,高标准农田,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00112,聚诚工作,项目进展情况，各资料提交等的时间节点,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00113,Murphy  Yang的企业,任务管理,项目与任务管理,任务分配与协同,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00114,AAAA企业,1,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00115,Enpact-Tim,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00116,WPS_1684720034的企业,项目追踪,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00117,满充工程的企业,工程,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00118,晋江新航潮品电子商务有限公司,服装电商公司,客户、销售与订单,电商与门店运营,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00119,鸿栢科技,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00120,微信用户的企业,建材商贸,供应链与仓储物流,物料采购管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00121,"渐行,渐远......的企业",建筑业项目管理,工程与施工管理,基建与市政项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00122,新昌县普佑机电科技有限公司,项目,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00123,You&amp;I,项目跟进表,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00124,一念之间的企业,作为HRBP，对部门新员工试用期跟进,数据分析与经营看板,多维分析,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00125,George cheung的企业,面料采购,供应链与仓储物流,物料采购管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00126,新区云中台,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00127,红雷的企业,工资发放,人力与组织管理,薪酬与社保管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00128,信达辉商务服务(成都)有限公司,我是律所负责人，主要用来律所行政、财务与业务的协同办公。,协同办公与流程审批,行政事务管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00129,正中信息,111,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00130,yuanqiang的企业,计划编制,项目与任务管理,项目计划管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00131,设备细化时间计划表,记录设备绘图等时间节点,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00132,宁波钱仕机械有限公司,机械零部件样品开发计划和管理,生产与制造管理,装配与调试管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00133,Allen的企业,试用,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00134,钱小多的企业,设计院项目管理，人员动态管理,工程与施工管理,装修装饰项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00135,天津开发区亨通制冷机电有限公司,我们是工厂制冷设备或者能源站、冷热系统维修、改造、新建的综合服务工程商，需要从做方案、报价就开始跟踪项目，过程中采购成本控制、施工进度控制，一直到开票回款全流程管理。,财务、合同与结算,发票与结算管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00136,成都轻创业财税咨询有限公司,财税公司销售团队客户及业绩管理,客户、销售与订单,销售目标管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00137,秦汉钰的企业,飞碟汽车售后配件服务工作项目进度跟踪,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00138,Ethanwang,AI 编解码,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00139,鹏的企业,跳过,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00140,厦门宇春环保科技有限公司,大型设备生产安装,生产与制造管理,非标制造管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00141,竹流的企业,工单派发、节点提醒,协同办公与流程审批,待办与提醒管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00142,江苏新有,项目管理,项目与任务管理,项目台账管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00143,CQ项目,一个酒店施工项目的管理,工程与施工管理,装修装饰项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00144,breakbrick,我想做一次项目分析,项目与任务管理,项目复盘与总结,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00145,佛山市第一人民医院,教学管理科日常管理，包括学生、老师、进修医生培训、教学科研等。,人力与组织管理,培训与人才发展管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00146,悟空的企业,项目管理任务分配及进度展示，提醒各任务催办，对实施过程中问题进行协作，完成结果进行展示,项目与任务管理,任务分配与协同,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00147,谭哲学的企业,1,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00148,『★』的企业,追踪项目进度,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00149,孤鹤じ的企业,我·1,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00150,贵州友邻优享网络技术有限公司,项目装修,工程与施工管理,装修装饰项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00151,王小宽1426122701的企业,工序流程,生产与制造管理,工序流转管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00152,A0十万级净化装修~实验家具~小庞的企业,工程项目管理,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00153,华山剑客的企业,建筑工程项目进度计划与管理,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00154,中国移动的企业,购入材料对账,财务、合同与结算,收付款与回款管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00155,信息化中心高峰期运营支持,需要管理、技术开发、项目管理,研发与产品管理,研发项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00156,雷达的企业,工程,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00157,coco的企业,亚马逊运营，从选品-运营-售后，日常工作,客户、销售与订单,电商与门店运营,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00158,检修列24,快营销,客户、销售与订单,电商与门店运营,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00159,中国国旅(江苏)国际旅行社有限公司,会议会展,协同办公与流程审批,会议与纪要管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00160,杨东的12企业,多项目多任务管理,项目与任务管理,多项目组合管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00161,微笑只是表情&#39;&#39;与快乐无关的企业,统计,数据分析与经营看板,统计汇总,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00162,广州准宇ZXC,项目生产,生产与制造管理,生产交付协同,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00163,?的企业,供应链中心制造部班组长竞聘上岗工作,生产与制造管理,车间任务管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00164,chen的企业,多个施工中的光伏项目,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00165,Dave的企业,项目进度跟踪,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00166,whisper的企业,管理工程项目进度,工程与施工管理,工程进度管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00167,温州影业运营有限公司,我需要让公司各部室填报公司年度重点工作任务进展，领导能够一目了然地全程监控公司重点工作任务进展情况,数据分析与经营看板,可视化看板,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00168,白超的企业,有前置工序、工作流程、工作时长的施工进度网络图,生产与制造管理,工序流转管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00169,苏州市源动未来科技有限公司,项目时间计划表，资源分配表，甘特图,项目与任务管理,甘特图与排期可视化,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00170,七里香企业管理有限公司,导入表格,无,无,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00171,流沙的企业,办公室装修项目,工程与施工管理,装修装饰项目管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00172,固体车间,跟踪并推进项目进度,项目与任务管理,项目进度跟踪,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00173,山东永创信息技术有限公司,希望有一个能够记录我的项目管理的模板，项目类型为it类项目，项目有售前 实施 售后等不同的阶段。,项目与任务管理,项目计划管理,,,,,,,,
enterprise,WPS项目管理企业版需求聚类分析.md,enterprise-00174,武玥如诗,测试项目,研发与产品管理,打样与试制管理,,,,,,,,
